Merchant Name,Merchant ID,Store Name,Store ID,Updated On,Created On,Type,Category,Subcategory,Status,Transaction ID,Linked Transaction ID,Partner transaction ID 1,Partner transaction ID 2,Long Order ID,Short Order ID,Booking ID,Order Channel,Order Type,Payment Method,Receiving account / Source of fund,Terminal ID,Channel,Offer Type,Grab Fee (%),Points Multiplier,Points Issued,Settlement ID,Transfer Date,Amount,Tax on Order Value,Restaurant Packaging Charge,Non-Member Fee,Restaurant Service Charge,Offer,Discount (Merchant-Funded),Delivery Fee Discount (Merchant-Funded),Delivery Charge (Grab Online Store),Delivery Charge (Merchant Delivery),GrabExpress Delivery Service Fee,Net Sales,Net MDR,Tax on MDR,Grab Fee,Marketing success fee,Delivery Commission,Channel Commission,Order commission,Step-up commission,GrabKitchen Commission,GrabKitchen Other Commission,Withholding Tax,Total,Tax on MDR (%),Delivery Commission (%),Channel Commission (%),Order Commission (%),"Tax on GrabFood/GrabMart commission, adjustments, ads",Tax on Total GrabKitchen Commission,Cancellation Reason,Cancelled by,Reason for Refund,Description,Incident group,Incident alias,Customer refund Item,Appeal link,Appeal status
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 2:34 PM,21 Mar 2026 2:34 PM,GrabFood,Adjustment ,Deduction - Eater Compensation,Transferred,4615195790sp00000000000000000000,4615045296sp00000000000000000000,,,0014594793-C74AN2MADGAGA2,GF-516,A-94CU7NLGW5BCAV,,Auto-Chargeback,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,-9.75,,,,,,,,,,,,,,,,,,,,,,,-9.75,,,,,,,,,,Caj balik kerana insiden pelanggan pada 21-03-2026*,Missing- or wrong items,Wrong item(s),Steam Chicken 3Combo Rice,https://help.grab.com/merchant/en-my/4408013944729?order_id=0014594793-C74AN2MADGAGA2&merchant_type=GrabFood&mex_id=1-C2W2T4MUJZM2TN&pax_incident_id=CAS-100053890477,appeal before April-20
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 1:26 PM,21 Mar 2026 11:59 AM,GrabFood,Payment ,,Transferred,4615094105sp00000000000000000000,,,,0012441715-C74ANYLUMCAYT6,GF-805,A-94CTAWNGWXP8AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,43.46,0,0,,,,-4,0,,0,0,39.46,,,,0,,,-11.93,0,0,0,0,27.53,,,,,-0.88,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 1:20 PM,21 Mar 2026 11:20 AM,GrabFood,Payment ,,Transferred,4615085068sp00000000000000000000,,,,00106581293-C74ANNVTGXCJHE,GF-624,A-94CPPLWWX5NEAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,23.1,0,0,,,,0,0,,0,0,23.1,,,,0,,,-6.99,0,0,0,0,16.11,,,,,-0.52,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 1:16 PM,21 Mar 2026 11:44 AM,GrabFood,Payment ,,Transferred,4615079257sp00000000000000000000,,,,001984205389-C74ANUWDJEA2JA,GF-528,A-94CRUKTWWDBLAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,31.63,0,0,,,,0,0,,0,0,31.63,,,,0,,,-9.56,0,0,0,0,22.07,,,,,-0.71,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 1:10 PM,21 Mar 2026 11:40 AM,GrabFood,Payment ,,Transferred,4615069553sp00000000000000000000,,,,001800556140-C74ANUB3KB6UL2,GF-257,A-94CRJNXWWDBLAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,18,0,0,,,,0,0,,0,0,18,,,,0,,,-5.44,0,0,0,0,12.56,,,,,-0.4,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 1:00 PM,21 Mar 2026 11:52 AM,GrabFood,Payment ,,Transferred,4615054079sp00000000000000000000,,,,001596980094-C74ANXKAVX6KGA,GF-958,A-94CSKVSGX5NEAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,44.4,0,0,,,,-4,0,,0,0,40.4,,,,0,,,-12.22,0,0,0,0,28.18,,,,,-0.91,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 12:56 PM,21 Mar 2026 10:59 AM,GrabFood,Payment ,,Transferred,4615047626sp00000000000000000000,,,,001832694728-C74ANGNGVFEYUE,GF-071,A-94CNRUTGWXP8AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,44.8,0,0,,,,-4,0,,0,0,40.8,,,,0,,,-12.34,0,0,0,0,28.46,,,,,-0.91,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 12:54 PM,21 Mar 2026 12:09 PM,GrabFood,Payment ,,Transferred,4615045296sp00000000000000000000,4615195790sp00000000000000000000,,,0014594793-C74AN2MADGAGA2,GF-516,A-94CU7NLGW5BCAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,51.25,0,0,,,,-4,0,,0,0,47.25,,,,0,,,-14.29,0,0,0,0,32.96,,,,,-1.06,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 12:52 PM,21 Mar 2026 12:21 PM,GrabFood,Payment ,,Transferred,4615042349sp00000000000000000000,,,,001490468503-C74AN4DTMGL3N2,GF-286,A-94CVADOWWSP8AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,21.46,0,0,,,,0,0,,0,0,21.46,,,,0,,,-6.49,0,0,0,0,14.97,,,,,-0.48,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 12:23 PM,21 Mar 2026 11:39 AM,GrabFood,Payment ,,Transferred,4614998163sp00000000000000000000,,,,00148134836-C74ANT5FC2BUE6,GF-386,A-94CRG3WGWLEQAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,35.5,0,0,,,,0,0,,0,0,35.5,,,,0,,,-10.74,0,0,0,0,24.76,,,,,-0.8,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 12:15 PM,21 Mar 2026 11:38 AM,GrabFood,Payment ,,Transferred,4614985419sp00000000000000000000,,,,0019594795-C74ANTXUEU3FT6,GF-934,A-94CRCFFWWBFRAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,37.6,0,0,,,,0,0,,0,0,37.6,,,,0,,,-11.37,0,0,0,0,26.23,,,,,-0.84,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 11:37 AM,21 Mar 2026 11:11 AM,GrabFood,Payment ,,Transferred,4614923019sp00000000000000000000,,,,00193974902-C74ANK2UEB3ACJ,GF-384,A-94COVALGWJFWAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,59.6,0,0,,,,-4,0,,0,0,55.6,,,,0,,,-16.81,0,0,0,0,38.79,,,,,-1.25,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 11:28 AM,21 Mar 2026 10:41 AM,GrabFood,Payment ,,Transferred,4614909682sp00000000000000000000,,,,001893608732-C74ANCEVEJXKVT,GF-204,A-94CM6GDGWHG8AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,25.3,0,0,,,,0,0,,0,0,25.3,,,,0,,,-7.65,0,0,0,0,17.65,,,,,-0.57,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 11:22 AM,21 Mar 2026 10:18 AM,GrabFood,Payment ,,Transferred,4614901160sp00000000000000000000,,,,0012063836-C74AMFEFAUT1RA,GF-136,A-94CKXPMWWFUJAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,20.7,0,0,,,,0,0,,0,0,20.7,,,,0,,,-6.26,0,0,0,0,14.44,,,,,-0.46,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 11:20 AM,21 Mar 2026 10:01 AM,GrabFood,Payment ,,Transferred,4614897924sp00000000000000000000,,,,0010982828-C74AMBEXCRN2NN,GF-383,A-94CIHDEGWBFRAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,51,0,0,,,,-4,0,,0,0,47,,,,0,,,-14.21,0,0,0,0,32.79,,,,,-1.05,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 11:12 AM,21 Mar 2026 10:19 AM,GrabFood,Payment ,,Transferred,4614889198sp00000000000000000000,,,,001933283010-C74AMFNUDFDGWE,GF-030,A-94CK6VJWWBFRAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,20.3,0,0,,,,0,0,,0,0,20.3,,,,0,,,-6.14,0,0,0,0,14.16,,,,,-0.45,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 11:07 AM,21 Mar 2026 10:20 AM,GrabFood,Payment ,,Transferred,4614883847sp00000000000000000000,,,,001867320972-C74AMFUHLKJZGX,GF-778,A-94CK8OEWXD8SAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,18,0,0,,,,0,0,,0,0,18,,,,0,,,-5.44,0,0,0,0,12.56,,,,,-0.4,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 10:50 AM,21 Mar 2026 9:47 AM,GrabFood,Payment ,,Transferred,4614866951sp00000000000000000000,,,,001482534255-C74AL7WJE7JJCA,GF-526,A-94CH92VGWQF7AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,21.4,0,0,,,,0,0,,0,0,21.4,,,,0,,,-6.47,0,0,0,0,14.93,,,,,-0.48,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 10:36 AM,21 Mar 2026 9:32 AM,GrabFood,Payment ,,Transferred,4614853556sp00000000000000000000,,,,00150847847-C74AL33AVAXVGE,GF-100,A-94CFQQNGWUNBAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,20.7,0,0,,,,0,0,,0,0,20.7,,,,0,,,-6.26,0,0,0,0,14.44,,,,,-0.46,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 10:12 AM,21 Mar 2026 9:43 AM,GrabFood,Payment ,,Transferred,4614831496sp00000000000000000000,,,,001206025073-C74AL66GA7CTVJ,GF-873,A-94CGRA3GWHBVAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,27.3,0,0,,,,0,0,,0,0,27.3,,,,0,,,-8.26,0,0,0,0,19.04,,,,,-0.61,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 10:08 AM,21 Mar 2026 8:52 AM,GrabFood,Payment ,,Transferred,4614827098sp00000000000000000000,,,,00185133837-C74ALT5YJPVEA6,GF-947,A-94CC89TGWWEFAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,31,0,0,,,,0,0,,0,0,31,,,,0,,,-9.37,0,0,0,0,21.63,,,,,-0.69,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 9:37 AM,21 Mar 2026 7:59 AM,GrabFood,Payment ,,Transferred,4614784942sp00000000000000000000,,,,00112621771-C74ALENTMFC1BA,GF-428,A-94C7CPLGWJFWAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,47.7,0,0,,,,-4,0,,0,0,43.7,,,,0,,,-13.21,0,0,0,0,30.49,,,,,-0.98,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 9:36 AM,21 Mar 2026 7:38 AM,GrabFood,Payment ,,Transferred,4614783764sp00000000000000000000,,,,0011988550-C74AKGKFRK6UC6,GF-193,A-94C5FX8GW56GAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,54.4,0,0,,,,-4,0,,0,0,50.4,,,,0,,,-15.24,0,0,0,0,35.16,,,,,-1.13,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 9:31 AM,21 Mar 2026 7:55 AM,GrabFood,Payment ,,Transferred,4614778872sp00000000000000000000,,,,001695790044-C74ALCLKN6DVR6,GF-682,A-94C7XX7WWOQCAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,87.45,0,0,,,,-4,0,,0,0,83.45,,,,0,,,-25.23,0,0,0,0,58.22,,,,,-1.87,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 9:27 AM,21 Mar 2026 7:24 AM,GrabFood,Payment ,,Transferred,4614775855sp00000000000000000000,,,,0013713759-C74AKEEUFCKJDA,GF-623,A-94C46OGWXXR8AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,38.43,0,0,,,,0,0,,0,0,38.43,,,,0,,,-11.62,0,0,0,0,26.81,,,,,-0.86,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 9:26 AM,21 Mar 2026 8:08 AM,GrabFood,Payment ,,Transferred,4614774208sp00000000000000000000,,,,001905752961-C74ALFX1HCAKJE,GF-792,A-94C85HGGWSP8AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,4.8,0,0,,,,0,0,,0,0,4.8,,,,0,,,-1.45,0,0,0,0,3.35,,,,,-0.11,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 9:21 AM,21 Mar 2026 8:20 AM,GrabFood,Payment ,,Transferred,4614771129sp00000000000000000000,,,,001036310-C74ALKBVDFN1J2,GF-359,A-94C99DJGWJFWAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,21.7,0,0,,,,0,0,,0,0,21.7,,,,0,,,-6.56,0,0,0,0,15.14,,,,,-0.49,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 9:19 AM,21 Mar 2026 8:11 AM,GrabFood,Payment ,,Transferred,4614769009sp00000000000000000000,,,,00146647604-C74ALGJHGFKAPE,GF-642,A-94C8FPHWX9OMAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,50.4,0,0,,,,-4,0,,0,0,46.4,,,,0,,,-14.03,0,0,0,0,32.37,,,,,-1.04,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 8:58 AM,21 Mar 2026 7:45 AM,GrabFood,Payment ,,Transferred,4614752952sp00000000000000000000,,,,001039308109-C74ALA2DFCNWC2,GF-229,A-94C6XF6WWOQCAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,19.45,0,0,,,,0,0,,0,0,19.45,,,,0,,,-5.88,0,0,0,0,13.57,,,,,-0.44,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 8:01 AM,21 Mar 2026 7:11 AM,GrabFood,Payment ,,Transferred,4614722279sp00000000000000000000,,,,00181781142-C74AKA2ZRNEVLN,GF-424,A-94C3WF6GWWEFAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,24.7,0,0,,,,0,0,,0,0,24.7,,,,0,,,-7.47,0,0,0,0,17.23,,,,,-0.55,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 7:58 AM,21 Mar 2026 7:14 AM,GrabFood,Payment ,,Transferred,4614721184sp00000000000000000000,,,,001192420567-C74AKBEKAFWJT6,GF-703,A-94C38SDGWJFWAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,131.4,0,0,,,,-4,0,,0,0,127.4,,,,0,,,-38.53,0,0,0,0,88.87,,,,,-2.85,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 7:52 AM,21 Mar 2026 7:02 AM,GrabFood,Payment ,,Transferred,4614719242sp00000000000000000000,,,,00138946520-C74AJ75XTJVTAE,GF-972,A-94C26WEGX9HMAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,16.6,0,0,,,,0,0,,0,0,16.6,,,,0,,,-5.02,0,0,0,0,11.58,,,,,-0.37,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,21 Mar 2026 7:28 AM,21 Mar 2026 6:49 AM,GrabFood,Payment ,,Transferred,4614712305sp00000000000000000000,,,,001840742011-C74AJ4MXLTCXJX,GF-769,A-94CWUUXGWOQCAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYEMNL486IS,22 Mar 2026 8:55 AM,33.9,0,0,,,,0,0,,0,0,33.9,,,,0,,,-10.25,0,0,0,0,23.65,,,,,-0.76,0,,,,,,,,,
