Merchant Name,Merchant ID,Store Name,Store ID,Updated On,Created On,Type,Category,Subcategory,Status,Transaction ID,Linked Transaction ID,Partner transaction ID 1,Partner transaction ID 2,Long Order ID,Short Order ID,Booking ID,Order Channel,Order Type,Payment Method,Receiving account / Source of fund,Terminal ID,Channel,Offer Type,Grab Fee (%),Points Multiplier,Points Issued,Settlement ID,Transfer Date,Amount,Tax on Order Value,Restaurant Packaging Charge,Non-Member Fee,Restaurant Service Charge,Offer,Discount (Merchant-Funded),Delivery Fee Discount (Merchant-Funded),Delivery Charge (Grab Online Store),Delivery Charge (Merchant Delivery),GrabExpress Delivery Service Fee,Net Sales,Net MDR,Tax on MDR,Grab Fee,Marketing success fee,Delivery Commission,Channel Commission,Order commission,Step-up commission,GrabKitchen Commission,GrabKitchen Other Commission,Withholding Tax,Total,Tax on MDR (%),Delivery Commission (%),Channel Commission (%),Order Commission (%),"Tax on GrabFood/GrabMart commission, adjustments, ads",Tax on Total GrabKitchen Commission,Cancellation Reason,Cancelled by,Reason for Refund,Description,Incident group,Incident alias,Customer refund Item,Appeal link,Appeal status
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,20 Mar 2026 1:17 PM,20 Mar 2026 12:45 PM,GrabFood,Payment ,,Transferred,4613120801sp00000000000000000000,,,,00157697653-C733TGLZV7NUTE,GF-731,A-948TO84WWS8TAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYMCRS7BA7V,21 Mar 2026 9:10 AM,11.46,0,0,,,,0,0,,0,0,11.46,,,,0,,,-3.47,0,0,0,0,7.99,,,,,-0.26,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,20 Mar 2026 12:49 PM,20 Mar 2026 12:14 PM,GrabFood,Payment ,,Transferred,4613039579sp00000000000000000000,,,,001009135352-C733TAEJGA4YAN,GF-153,A-948QTWAG3BLUAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYMCRS7BA7V,21 Mar 2026 9:10 AM,22.8,0,0,,,,0,0,,0,0,22.8,,,,0,,,-6.89,0,0,0,0,15.91,,,,,-0.51,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,20 Mar 2026 12:48 PM,20 Mar 2026 12:07 PM,GrabFood,Payment ,,Transferred,4613034531sp00000000000000000000,,,,0011928108-C733SFV1L23CSA,GF-608,A-948Q7VCGX7EAAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYMCRS7BA7V,21 Mar 2026 9:10 AM,20.13,0,0,,,,0,0,,0,0,20.13,,,,0,,,-6.09,0,0,0,0,14.04,,,,,-0.45,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,20 Mar 2026 12:21 PM,20 Mar 2026 11:46 AM,GrabFood,Payment ,,Transferred,4612952034sp00000000000000000000,,,,00164119-C733SA6EVEDJAT,GF-522,A-948O9RWGX9VIAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYMCRS7BA7V,21 Mar 2026 9:10 AM,18.3,0,0,,,,0,0,,0,0,18.3,,,,0,,,-5.53,0,0,0,0,12.77,,,,,-0.41,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,20 Mar 2026 11:24 AM,20 Mar 2026 11:02 AM,GrabFood,Payment ,,Transferred,4612793519sp00000000000000000000,,,,0013057426-C733RY4KEJVHTJ,GF-539,A-948K94HWW43DAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYMCRS7BA7V,21 Mar 2026 9:10 AM,27,0,0,,,,0,0,,0,0,27,,,,0,,,-8.16,0,0,0,0,18.84,,,,,-0.6,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,20 Mar 2026 9:17 AM,20 Mar 2026 8:52 AM,GrabFood,Payment ,,Transferred,4612571208sp00000000000000000000,,,,00171517566-C733N8KWVUMYAT,GF-102,A-9488BH4GW2USAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYMCRS7BA7V,21 Mar 2026 9:10 AM,24.3,0,0,,,,0,0,,0,0,24.3,,,,0,,,-7.35,0,0,0,0,16.95,,,,,-0.54,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,20 Mar 2026 7:54 AM,20 Mar 2026 7:12 AM,GrabFood,Payment ,,Transferred,4612501822sp00000000000000000000,,,,00180328956-C733NGLJTTJDWE,GF-688,A-947V79CWW27QAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYMCRS7BA7V,21 Mar 2026 9:10 AM,46.3,0,0,,,,-4,0,,0,0,42.3,,,,0,,,-12.79,0,0,0,0,29.51,,,,,-0.95,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,19 Mar 2026 11:57 AM,19 Mar 2026 10:36 AM,GrabFood,Payment ,,Transferred,4610425095sp00000000000000000000,,,,00141576858-C732T76BGUMWTN,GF-107,A-944EXQLWX7XRAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYSHMNKI6KT,20 Mar 2026 9:14 AM,22.95,0,0,,,,0,0,,0,0,22.95,,,,0,,,-6.94,0,0,0,0,16.01,,,,,-0.51,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,19 Mar 2026 10:40 AM,19 Mar 2026 9:59 AM,GrabFood,Payment ,,Transferred,4610223286sp00000000000000000000,,,,001143541250-C732TYLERYTBJA,GF-986,A-944AKKXWW8JEAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYSHMNKI6KT,20 Mar 2026 9:14 AM,103.7,0,0,,,,-4,0,,0,0,99.7,,,,0,,,-30.15,0,0,0,0,69.55,,,,,-2.23,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,19 Mar 2026 9:04 AM,19 Mar 2026 8:05 AM,GrabFood,Payment ,,Transferred,4610032980sp00000000000000000000,,,,00149359929-C732SB4WSEKJNJ,GF-493,A-944W9X4WWEU5AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYSHMNKI6KT,20 Mar 2026 9:14 AM,21.4,0,0,,,,0,0,,0,0,21.4,,,,0,,,-6.47,0,0,0,0,14.93,,,,,-0.48,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,19 Mar 2026 7:57 AM,19 Mar 2026 7:07 AM,GrabFood,Payment ,,Transferred,4609957895sp00000000000000000000,,,,00170649681-C732RXW1EUJ2BE,GF-002,A-943QV9XGWGNPAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYSHMNKI6KT,20 Mar 2026 9:14 AM,22.1,0,0,,,,0,0,,0,0,22.1,,,,0,,,-6.68,0,0,0,0,15.42,,,,,-0.49,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,18 Mar 2026 11:56 AM,18 Mar 2026 10:44 AM,GrabFood,Payment ,,Transferred,4607574313sp00000000000000000000,,,,001776487021-C732AGDDGJWJSE,GF-449,A-94WAUJQWWTHJAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYUHDDTZ8DV,19 Mar 2026 9:03 AM,22.8,0,0,,,,0,0,,0,0,22.8,,,,0,,,-6.89,0,0,0,0,15.91,,,,,-0.51,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,18 Mar 2026 11:06 AM,18 Mar 2026 10:18 AM,GrabFood,Payment ,,Transferred,4607427502sp00000000000000000000,,,,00192086052-C732AA2HLF6XG6,GF-576,A-94W8ILWWWOO8AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYUHDDTZ8DV,19 Mar 2026 9:03 AM,22.7,0,0,,,,0,0,,0,0,22.7,,,,0,,,-6.86,0,0,0,0,15.84,,,,,-0.51,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,18 Mar 2026 10:40 AM,18 Mar 2026 9:55 AM,GrabFood,Payment ,,Transferred,4607373458sp00000000000000000000,,,,001216213509-C731WCKYVF3XSA,GF-013,A-94W6FLNWWNVUAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYUHDDTZ8DV,19 Mar 2026 9:03 AM,32.8,0,0,,,,0,0,,0,0,32.8,,,,0,,,-9.92,0,0,0,0,22.88,,,,,-0.73,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,18 Mar 2026 10:24 AM,18 Mar 2026 10:23 AM,GrabFood,Adjustment ,Deduction - Eater Compensation,Transferred,4607341283sp00000000000000000000,4607195785sp00000000000000000000,,,001070461153-C731VJWUC2K3LA,GF-886,A-93VSA84WWNVUAV,,Auto-Chargeback,Cashless,,,,,,,,SMYUHDDTZ8DV,19 Mar 2026 9:03 AM,-2.4,,,,,,,,,,,,,,,,,,,,,,,-2.4,,,,,,,,,,Caj balik kerana insiden pelanggan pada 18-03-2026*,Missing- or wrong items,Wrong item(s),高原奶茶 Teh(Iced),https://help.grab.com/merchant/en-my/4408013944729?order_id=001070461153-C731VJWUC2K3LA&merchant_type=GrabFood&mex_id=1-C2W2T4MUJZM2TN&pax_incident_id=CAS-100053556016,appeal before April-17
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,18 Mar 2026 9:16 AM,18 Mar 2026 8:04 AM,GrabFood,Payment ,,Transferred,4607195785sp00000000000000000000,4607341283sp00000000000000000000,,,001070461153-C731VJWUC2K3LA,"GF-490, GF-613","A-93VSA84WWNVUAV, A-93VSAPXWWTXFAV",GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYUHDDTZ8DV,19 Mar 2026 9:03 AM,178.05,0,0,,,,-4,0,,0,0,174.05,,,,0,,,-52.63,0,0,0,0,121.42,,,,,-3.9,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,18 Mar 2026 7:57 AM,18 Mar 2026 7:14 AM,GrabFood,Payment ,,Transferred,4607093785sp00000000000000000000,,,,00164591058-C731UEVKPETHTE,GF-426,A-93VNMMVGXDOKAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYUHDDTZ8DV,19 Mar 2026 9:03 AM,27.65,0,0,,,,0,0,,0,0,27.65,,,,0,,,-8.36,0,0,0,0,19.29,,,,,-0.62,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,18 Mar 2026 7:27 AM,18 Mar 2026 6:43 AM,GrabFood,Payment ,,Transferred,4607071655sp00000000000000000000,,,,001764657-C731T7BFUGM2RE,GF-562,A-93VKTL9GX63PAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYUHDDTZ8DV,19 Mar 2026 9:03 AM,56.1,0,0,,,,-4,0,,0,0,52.1,,,,0,,,-15.75,0,0,0,0,36.35,,,,,-1.17,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,17 Mar 2026 4:11 PM,17 Mar 2026 3:54 PM,GrabFood,Adjustment ,Compensation - Orders,Transferred,4605395852sp00000000000000000000,,,,001163277809-C73XL7VTHECAR2,GF-546,A-93FTNB3WWS8OAV,,Manually Paid,Cashless,,,,,,,,SMYVMSXZVJXC,18 Mar 2026 9:04 AM,9.87,,,,,,,,,,,,,,,,,,,,,,,9.87,,,,,0,,,,,GF Cancelled Order | GF-546 | 2026-03-14,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,17 Mar 2026 4:04 PM,17 Mar 2026 3:54 PM,GrabFood,Adjustment ,Compensation - Orders,Transferred,4605359541sp00000000000000000000,,,,00162046020-C73YJF3CPGBBLN,GF-669,A-93JUWE2WWDPTAV,,Manually Paid,Cashless,,,,,,,,SMYVMSXZVJXC,18 Mar 2026 9:04 AM,21.56,,,,,,,,,,,,,,,,,,,,,,,21.56,,,,,0,,,,,GF Cancelled Order | GF-669 | 2026-03-15,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,17 Mar 2026 4:02 PM,17 Mar 2026 3:54 PM,GrabFood,Adjustment ,Compensation - Orders,Transferred,4605348226sp00000000000000000000,,,,00145444140-C73VTP2UUFXEFE,GF-675,A-937KA8RWWGEVAV,,Manually Paid,Cashless,,,,,,,,SMYVMSXZVJXC,18 Mar 2026 9:04 AM,170.49,,,,,,,,,,,,,,,,,,,,,,,170.49,,,,,0,,,,,GF Cancelled Order | GF-675 | 2026-03-12,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,17 Mar 2026 4:01 PM,17 Mar 2026 3:54 PM,GrabFood,Adjustment ,Compensation - Orders,Transferred,4605345694sp00000000000000000000,,,,00180155-C73WRBM1V33FFE,GF-313,A-93BOROIGX8EDAV,,Manually Paid,Cashless,,,,,,,,SMYVMSXZVJXC,18 Mar 2026 9:04 AM,18.35,,,,,,,,,,,,,,,,,,,,,,,18.35,,,,,0,,,,,GF Cancelled Order | GF-313 | 2026-03-13,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,17 Mar 2026 3:54 PM,17 Mar 2026 3:54 PM,GrabFood,Adjustment ,Compensation - Orders,Transferred,4605312562sp00000000000000000000,,,,001542981957-C73XL8CTC7VJC6,GF-790,A-93FUX37GWK39AV,,Manually Paid,Cashless,,,,,,,,SMYVMSXZVJXC,18 Mar 2026 9:04 AM,10.46,,,,,,,,,,,,,,,,,,,,,,,10.46,,,,,0,,,,,GF Cancelled Order | GF-790 | 2026-03-14,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,17 Mar 2026 12:34 PM,17 Mar 2026 11:52 AM,GrabFood,Payment ,,Transferred,4604701343sp00000000000000000000,,,,0011746990-C731DFKHLYAAGT,GF-936,A-93SDAAFGW4EEAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYVMSXZVJXC,18 Mar 2026 9:04 AM,144.36,0,0,,,,-4,0,,0,0,140.36,,,,0,,,-42.44,0,0,0,0,97.92,,,,,-3.14,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,17 Mar 2026 9:06 AM,17 Mar 2026 6:58 AM,GrabFood,Payment ,,Transferred,4604177712sp00000000000000000000,,,,001204860042-C731AGJKLPBKEA,GF-922F,A-93RNRGVGXBBEAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYVMSXZVJXC,18 Mar 2026 9:04 AM,47.15,0,0,,,,-4,0,,0,0,43.15,,,,0,,,-13.05,0,0,0,0,30.1,,,,,-0.97,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,16 Mar 2026 1:01 PM,16 Mar 2026 12:44 PM,GrabFood,Payment ,,Transferred,4601826927sp00000000000000000000,,,,0019294492-C73ZG2VYGFBYA6,GF-285,A-93OE89BGWQ4EAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYFK0PIANH4,17 Mar 2026 8:59 AM,38.2,0,0,,,,0,0,,0,0,38.2,,,,0,,,-11.55,0,0,0,0,26.65,,,,,-0.86,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,16 Mar 2026 12:25 PM,16 Mar 2026 11:43 AM,GrabFood,Payment ,,Transferred,4601696343sp00000000000000000000,,,,001950132293-C73ZGKNDUFUVTX,GF-033,A-93O8LWMGXAOEAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYFK0PIANH4,17 Mar 2026 8:59 AM,37.03,0,0,,,,0,0,,0,0,37.03,,,,0,,,-11.2,0,0,0,0,25.83,,,,,-0.83,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,16 Mar 2026 10:14 AM,16 Mar 2026 9:33 AM,GrabFood,Payment ,,Transferred,4601348545sp00000000000000000000,,,,00162018200-C73ZEU6BJZDYFA,GF-961,A-93NSOXBGWRTAAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYFK0PIANH4,17 Mar 2026 8:59 AM,35.15,0,0,,,,0,0,,0,0,35.15,,,,0,,,-10.63,0,0,0,0,24.52,,,,,-0.79,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,16 Mar 2026 8:53 AM,16 Mar 2026 7:08 AM,GrabFood,Payment ,,Transferred,4601202951sp00000000000000000000,,,,001922735028-C73ZC2K3NNEELJ,GF-130F,A-93NFI2IWWMU5AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYFK0PIANH4,17 Mar 2026 8:59 AM,55.55,0,0,,,,-4,0,,0,0,51.55,,,,0,,,-15.59,0,0,0,0,35.96,,,,,-1.15,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,16 Mar 2026 7:23 AM,16 Mar 2026 6:43 AM,GrabFood,Payment ,,Transferred,4601113195sp00000000000000000000,,,,001416590-C73ZCUN2T7LZEA,GF-323,A-93ND6R2WWJCPAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYFK0PIANH4,17 Mar 2026 8:59 AM,24.25,0,0,,,,0,0,,0,0,24.25,,,,0,,,-7.33,0,0,0,0,16.92,,,,,-0.54,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,15 Mar 2026 1:21 PM,15 Mar 2026 12:16 PM,GrabFood,Payment ,,Transferred,4598989566sp00000000000000000000,,,,00173787306-C73YKATZEPD1AT,GF-610,A-93K7TG8GWQMWAV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYTKV00SKWY,16 Mar 2026 9:07 AM,37.6,0,0,,,,0,0,,0,0,37.6,,,,0,,,-11.37,0,0,0,0,26.23,,,,,-0.84,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,15 Mar 2026 1:04 PM,15 Mar 2026 12:41 PM,GrabFood,Payment ,,Transferred,4598930823sp00000000000000000000,,,,0013343899-C73YKFW2GTKFJN,GF-075,A-93KA4SPWWWXUAV,GrabFood app & web,Auto-Paid,Cash,,,,,,,,SMYTKV00SKWY,16 Mar 2026 9:07 AM,8,0,0,,,,0,0,,0,0,8,,,,0,,,-2.42,0,0,0,0,5.58,,,,,-0.18,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,15 Mar 2026 12:45 PM,15 Mar 2026 12:00 PM,GrabFood,Payment ,,Transferred,4598868177sp00000000000000000000,,,,00152731774-C73YJ6TKUGNJCE,GF-814,A-93K6CBQGX3Q4AV,GrabFood app & web,Auto-Paid,Cashless,,,,,,,,SMYTKV00SKWY,16 Mar 2026 9:07 AM,53.99,0,0,,,,-4,0,,0,0,49.99,,,,0,,,-15.12,0,0,0,0,34.87,,,,,-1.12,0,,,,,,,,,
Restoran Desa Steamboat,6e97a62f-49f8-429d-afed-748e2cacda7e,Restoran Desa Petaling - Desa Petaling [Non-Halal],542be112-bf93-4d27-ab24-52008e7f9ce5,15 Mar 2026 11:31 AM,15 Mar 2026 10:28 AM,GrabFood,,,Cancelled,,,,,00162046020-C73YJF3CPGBBLN,GF-669,A-93JUWE2WWDPTAV,,Not Paid,Cashless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,WAITED_TOO_LONG,Customer,,,,,,,
